Database	TOTAL
Pronunciation types	28754
Pronunciation tokens	690110
ORTHOGRAPHY	PRONUNCIATION	COUNT	P(P|W)
Cuno	ku:no	1	1.000000e+00
Curtis	k96tIs	3	1.000000e+00
cutted	kat@t	1	1.000000e+00
Cutterin	kat@rIn	1	1.000000e+00
Cybersex	saIb6sEks	1	1.000000e+00
d	d	30	1.785714e-01
d	t	138	8.214286e-01
D	de:	4	1.000000e+00
$D	ne:	6	4.651163e-02
$D	de:	123	9.534884e-01
da	da	6	6.108735e-04
da	sa:	10	1.018123e-03
da	na:	150	1.527184e-02
da	da:	9310	9.478721e-01
da	d@	93	9.468540e-03
da	za:	5	5.090613e-04
da	a:	248	2.524944e-02
d"a	dE	1	1.000000e+00
Da	da:	2	1.000000e+00
dabei	dabaI	209	9.905213e-01
dabei	abaI	2	9.478673e-03
dabeibleiben	dabaIbaIm	1	1.000000e+00
dabeigewesen	dabaIg@ve:zn	1	1.000000e+00
dabeihabe	dabaIha:b@	1	1.000000e+00
dabeihaben	dabaIha:m	1	5.000000e-01
dabeihaben	dabaIha:mn	1	5.000000e-01
dabeisein	dabaIzaIn	2	1.000000e+00
dableibe	da:blaIb	1	1.000000e+00
dableiben	da:blaIb@n	2	5.000000e-01
dableiben	da:blaIm	2	5.000000e-01
daccord	dako:6	2	1.000000e+00
Dach	dax	6	1.000000e+00
Dachau	daxaU	3	1.000000e+00
Dachauer-Stra"se	daxaU6Stra:s@	2	1.000000e+00
Dach-Box	daxbOks	1	1.000000e+00
Dachgescho"s-Wohnung	daxg@SOsvo:nUN	1	1.000000e+00
Dachschr"age	daxSrE:g@	1	1.000000e+00
dachte	axt@	1	1.111111e-02
dachte	daxt	25	2.777778e-01
dachte	daxt@	64	7.111111e-01
dachten	daxt@n	1	7.692308e-02
dachten	daxtn	12	9.230769e-01
dad	da:t	1	1.000000e+00
dadadam	dadadam	1	1.000000e+00
dadurch	da:dU6C	4	6.666667e-01
dadurch	da:dU6	1	1.666667e-01
dadurch	dadU6C	1	1.666667e-01
daf	daf	1	1.000000e+00
DAF	de:Qa:QEf	1	1.000000e+00
daf"ur	afY	1	5.617978e-03
daf"ur	nafY	3	1.685393e-02
daf"ur	da:fy:6	15	8.426966e-02
daf"ur	da:f	2	1.123596e-02
daf"ur	dafy:6	96	5.393258e-01
daf"ur	daf	19	1.067416e-01
daf"ur	dafY	42	2.359551e-01
dagegen	age:gN	3	5.769231e-02
dagegen	dage:gN	14	2.692308e-01
dagegen	nage:ge:n	1	1.923077e-02
dagegen	age:N	1	1.923077e-02
dagegen	dage:gn	1	1.923077e-02
dagegen	dage:g@n	22	4.230769e-01
dagegen	age:g@n	1	1.923077e-02
dagegen	dage:N	9	1.730769e-01
dagestanden	da:gStanQn	1	5.000000e-01
dagestanden	da:g@Stanhn	1	5.000000e-01
dagev"o	dag@v2	1	1.000000e+00
dagewesen	da:g@ve:zn	1	1.000000e+00
Da-Giovanni	dadZovani	1	1.000000e+00
dah	dah	1	1.000000e+00
daheim	dahaIm	43	1.000000e+00
daher	dae:6	19	2.714286e-01
daher	dahe:6	36	5.142857e-01
daher	na:he:6	1	1.428571e-02
daher	ae:6	3	4.285714e-02
daher	nae:6	1	1.428571e-02
daher	da:he:6	9	1.285714e-01
daher	nahe:6	1	1.428571e-02
daherkommt	dae:6kOmt	1	1.000000e+00
dahin	ahIn	3	2.255639e-02
dahin	dahIm	2	1.503759e-02
dahin	dahIn	126	9.473684e-01
dahin	dahI	1	7.518797e-03
dahin	ahI	1	7.518797e-03
dahinf	dahInf	1	1.000000e+00
dahingehend	da:hINge:n	1	1.000000e+00
dahingelaufen	dahINglaUf@	1	1.000000e+00
dahinkomme	dahInkOm@	1	1.000000e+00
dahinkommen	dahInkOm	1	1.000000e+00
dahinkommt	dahInkOmt	1	1.000000e+00
dahinter	dahInt6	5	1.000000e+00
dahinzukommen	dahInsukOm@n	1	1.000000e+00
daily-soap	de:liso:p	1	1.000000e+00
daliegen	da:li:gN	1	5.000000e-01
daliegen	da:li:g@n	1	5.000000e-01
dam	da:m	1	3.333333e-01
dam	dam	2	6.666667e-01
Dam	da:m	2	1.000000e+00
damals	da:mals	5	1.000000e+00
Dame	da:m@	3	1.000000e+00
damei	da:maI	1	1.000000e+00
damit	damIt	193	5.391061e-01
damit	a:mIt	2	5.586592e-03
damit	damI	50	1.396648e-01
damit	amI	3	8.379888e-03
damit	da:mId	1	2.793296e-03
damit	namI	3	8.379888e-03
damit	namIt	3	8.379888e-03
damit	da:mIt	62	1.731844e-01
damit	amIt	5	1.396648e-02
damit	damId	17	4.748603e-02
damit	da:mI	19	5.307263e-02
Dammtor	dEmtO6	2	1.000000e+00
Dampfbad	damfba:	5	8.928571e-02
Dampfbad	namfba:	1	1.785714e-02
Dampfbad	damfba:d	1	1.785714e-02
Dampfbad	da:mfba:	1	1.785714e-02
Dampfbad	damfba:t	44	7.857143e-01
Dampfbad	da:mfba:t	4	7.142857e-02
dampfbaden	damfba:@n	1	1.000000e+00
Dampfbaden	damfba:dn	1	1.000000e+00
Dampfb"adern	damfbE:d6n	1	1.000000e+00
Dampfbad-Hotel	damfba:thotEl	1	1.000000e+00
Dampferfahrt	da:mf6fa:rt	1	1.000000e+00
Dampfplauderei	damfplaUd@raI	1	1.000000e+00
dan	dan	1	1.000000e+00
danach	na:x	5	1.333333e-02
danach	ana:x	5	1.333333e-02
danach	nana:x	6	1.600000e-02
danach	dana:h	11	2.933333e-02
danach	d@na:x	2	5.333333e-03
danach	dana:x	346	9.226667e-01
daneben	dEne:b@n	1	1.428571e-01
daneben	dane:bm	2	2.857143e-01
daneben	dane:m	1	1.428571e-01
daneben	dane:b@n	2	2.857143e-01
daneben	nane:b@n	1	1.428571e-01
danebenbenommen	dEne:bnb@nOm	1	1.000000e+00
Dani	da:ni	1	1.000000e+00
dank	daNk	1	5.000000e-01
dank	naNk	1	5.000000e-01
Dank	dak	9	2.045455e-02
Dank	daNk	360	8.181818e-01
Dank	aNk	5	1.136364e-02
Dank	naNk	7	1.590909e-02
Dank	naN	3	6.818182e-03
Dank	daN	56	1.272727e-01
dankbar	naNkba:r	1	1.000000e-01
dankbar	daNkba:r	9	9.000000e-01
danke	naNk@	4	7.005254e-03
danke	daN@	26	4.553415e-02
danke	aN@	2	3.502627e-03
danke	naN@	3	5.253940e-03
danke	aNk@	2	3.502627e-03
danke	saN@	1	1.751313e-03
danke	dak@	6	1.050788e-02
danke	ak@	1	1.751313e-03
danke	daNk	52	9.106830e-02
danke	aNk	1	1.751313e-03
danke	daNk@	471	8.248687e-01
danke	saNk@	2	3.502627e-03
danken	daN@n	1	5.000000e-01
danken	daNkN	1	5.000000e-01
dankenswerterweise	daN@nse:6t6vaIz@	1	1.000000e+00
dankesch"on	daNk@S2:n	1	1.000000e+00
Danksagung	daNkza:gUN	1	1.000000e+00
dann	sam	2	1.572822e-04
dann	nam	10	7.864108e-04
dann	dn	6	4.718465e-04
dann	san	26	2.044668e-03
dann	da	245	1.926707e-02
dann	dEn	72	5.662158e-03
dann	nan	194	1.525637e-02
dann	sa	1	7.864108e-05
dann	dam	451	3.546713e-02
dann	dan	10819	8.508179e-01
dann	aN	5	3.932054e-04
dann	a	16	1.258257e-03
dann	n	370	2.909720e-02
dann	n@n	34	2.673797e-03
dann	naN	4	3.145643e-04
dann	zan	3	2.359232e-04
dann	d@n	132	1.038062e-02
dann	am	4	3.145643e-04
dann	na	4	3.145643e-04
dann	an	156	1.226801e-02
dann	daN	162	1.273986e-02
Danni	dani	1	1.000000e+00
danns	dans	1	1.000000e+00
dar	da:r	1	5.000000e-01
dar	dar	1	5.000000e-01
daran	daram	2	4.347826e-02
daran	daran	25	5.434783e-01
daran	dara	3	6.521739e-02
daran	da:ram	1	2.173913e-02
daran	naran	1	2.173913e-02
daran	da:ran	14	3.043478e-01
darauf	da:raUf	8	7.272727e-02
darauf	araUf	2	1.818182e-02
darauf	naraUf	2	1.818182e-02
darauf	sa:raUf	1	9.090909e-03
darauf	saraUf	1	9.090909e-03
darauf	daraUf	95	8.636364e-01
darauf	a:raUf	1	9.090909e-03
darauffolgend	daraUffOlgN	1	5.000000e-01
darauffolgend	daraUffOlgNt	1	5.000000e-01
darauffolgende	daraUffOlgNd@	3	3.333333e-01
darauffolgende	da:raUffOlgNd@	1	1.111111e-01
darauffolgende	daraUffOlg@nd@	4	4.444444e-01
darauffolgende	daraUffOlgn@	1	1.111111e-01
darauffolgenden	daraUffOlg@nn	3	1.153846e-01
darauffolgenden	daraUffOlgNd@n	17	6.538462e-01
darauffolgenden	daraUffOlgNdn	1	3.846154e-02
darauffolgenden	daraUffOlg@nd@n	4	1.538462e-01
darauffolgenden	daraUffOlg@n@n	1	3.846154e-02
daraufhin	daraUfhIn	2	4.000000e-01
daraufhin	da:raUfhIn	3	6.000000e-01
daraufliegen	daraUfli:g@n	1	1.000000e+00
daraus	da:raUs	3	7.500000e-01
daraus	daraUs	1	2.500000e-01
darbringen	da:rbrIN@n	1	1.000000e+00
darenna	darEna	1	1.000000e+00
darf	narf	2	2.702703e-02
darf	da:rf	17	2.297297e-01
darf	darf	55	7.432432e-01
darfst	darfs	2	1.000000e+00
dargestellt	da:rgStElt	1	5.000000e-01
dargestellt	a:rg@StEl	1	5.000000e-01
darin	da:rIn	5	7.142857e-01
darin	darIn	2	2.857143e-01
Darina	dari:na	2	1.000000e+00
DarkAngel	da:rkQe:nZ@l	1	3.333333e-01
DarkAngel	darkQe:nZ@l	2	6.666667e-01
d"armlich	dE6mlIC	2	1.000000e+00
Darmstadt	da:rmStat	7	2.413793e-01
Darmstadt	darmSat	1	3.448276e-02
Darmstadt	darmStat	21	7.241379e-01
Darmst"adterHofCentrum	da:rmStEt6ho:ftsEntrUm	1	1.000000e+00
Darmst"adterHofs	armStEt6ho:fs	1	1.000000e+00
darstellen	da:rStEl@n	1	1.000000e+00
darstellenden	da:rStElnn	1	1.000000e+00
Darsteller	da:rStEl6	1	1.000000e+00
Darstellern	da:rStEl6	1	1.000000e+00
darstellt	da:rStElt	1	1.000000e+00
dar"uber	nary:b6	2	2.985075e-02
dar"uber	dary:b6	55	8.208955e-01
dar"uber	ary:b6	1	1.492537e-02
dar"uber	da:ry:b6	9	1.343284e-01
darum	darUm	10	1.176471e-01
darum	a:rUm	1	1.176471e-02
darum	na:rUm	1	1.176471e-02
darum	da:rUm	73	8.588235e-01
darunter	darUnt6	1	1.000000e+00
das	saz	1	5.712001e-05
das	n@s	44	2.513280e-03
das	naz	6	3.427201e-04
das	da	78	4.455361e-03
das	zas	4	2.284800e-04
das	d@s	917	5.237905e-02
das	daS	6	3.427201e-04
das	as	282	1.610784e-02
das	daz	419	2.393328e-02
das	a	9	5.140801e-04
das	ds	38	2.170560e-03
das	sas	93	5.312161e-03
das	nas	291	1.662192e-02
das	zaz	1	5.712001e-05
das	das	14280	8.156737e-01
das	aS	2	1.142400e-04
das	az	14	7.996801e-04
das	s	1020	5.826241e-02
das	na	2	1.142400e-04
da"s	n@s	2	8.598452e-04
da"s	naz	2	8.598452e-04
da"s	da	5	2.149613e-03
da"s	d@s	41	1.762683e-02
da"s	daS	1	4.299226e-04
da"s	daz	55	2.364574e-02
da"s	as	16	6.878762e-03
da"s	sas	1	4.299226e-04
da"s	nas	44	1.891660e-02
da"s	das	2115	9.092863e-01
da"s	s	43	1.848667e-02
da"s	na	1	4.299226e-04
Dasein	da:zaIn	1	1.000000e+00
DasFrageundAntwortspiel	dasfra:g@QUntantvO6tSpl	1	1.000000e+00
Dasf"unfteElement	d@sfYnft@QelemEnt	3	1.764706e-01
Dasf"unfteElement	dasfmft@QelemEnt	1	5.882353e-02
Dasf"unfteElement	dasfYnft@QelemEn	4	2.352941e-01
Dasf"unfteElement	sfYnft@QelemEn	1	5.882353e-02
Dasf"unfteElement	d@sfmft@QelemEnt	2	1.176471e-01
Dasf"unfteElement	dasfYnft@QelemEnt	5	2.941176e-01
Dasf"unfteElement	dasfYnft@QelemEnh	1	5.882353e-02
Dasing	dasIN	1	1.000000e+00
DasLebenistsch"on	dasle:b@nQIsS2:n	1	1.000000e+00
dasselbe	szElb@	1	4.545455e-02
dasselbe	aszElb@	1	4.545455e-02
dasselbe	daszElb	2	9.090909e-02
dasselbe	d@szElb@	2	9.090909e-02
dasselbe	n@szElb	1	4.545455e-02
dasselbe	daszElb@	15	6.818182e-01
dasteht	da:Ste:t	1	1.000000e+00
date	de:t	2	1.000000e+00
Datei	dataI	3	1.000000e+00
Dateien	dataIn	1	1.000000e+00
daten	da:tn	1	1.000000e+00
Daten	da:t@n	7	2.000000e-01
Daten	da:tn	28	8.000000e-01
Datenangabe	da:t@nQaNga:b@	1	1.000000e+00
Datenbank	da:t@nbaNk	1	3.333333e-01
Datenbank	da:tnbaNk	2	6.666667e-01
Datenbanken	da:tnbaNkN	1	1.000000e+00
Datenlage	da:tnla:g@	1	1.000000e+00
Datenme"sinstrument	da:tnmEsQInstrumEn	1	1.000000e+00
Datenschutz	da:t@nSUts	1	1.428571e-01
Datenschutz	da:tnSUts	6	8.571429e-01
Datenschutzplan	da:tnSUtspla:n	1	1.000000e+00
Datensicherung	da:tnzIC6rUN	1	3.333333e-01
Datensicherung	da:tnzIC6rU	1	3.333333e-01
Datensicherung	da:t@nzIC6rUN	1	3.333333e-01
Datenstruktur	da:tnStrUktu:6	1	1.000000e+00
Dat-Kassette	da:tkasEt@	1	1.000000e+00
Dat-Rekorder	datrekO6d6	2	1.000000e+00
Datum	da:tUm	33	9.705882e-01
Datum	a:tU	1	2.941176e-02
Datums	da:tUms	1	1.000000e+00
dau	daU	1	1.000000e+00
dauer	daU6	2	1.000000e+00
Dauer	daU6	13	1.000000e+00
dauern	daU6m	4	4.210526e-02
dauern	daU6n	80	8.421053e-01
dauern	daU6	11	1.157895e-01
dauernd	daU6nt	2	3.333333e-01
dauernd	daU6n	4	6.666667e-01
dauert	daU6d	3	1.304348e-02
dauert	daU6t	183	7.956522e-01
dauert	daU6	44	1.913043e-01
dauerte	daU6t@	2	1.000000e+00
Dauerverpflichtungen	daU6fE6flICtUNm	1	1.000000e+00
D"aumchen	dOYmCn	1	1.000000e+00
Daumen	daUm	1	1.000000e+00
Dave	de:f	1	1.000000e+00
davon	dafOm	4	2.162162e-02
davon	dafOn	154	8.324324e-01
davon	a:fOn	1	5.405405e-03
davon	dafn	1	5.405405e-03
davon	da:fOm	1	5.405405e-03
davon	nafOn	2	1.081081e-02
davon	afOn	2	1.081081e-02
davon	da:fOn	20	1.081081e-01
davontragen	dafOntra:N	1	1.000000e+00
davor	da:fo:6	3	2.479339e-02
davor	afo:6	2	1.652893e-02
davor	nafo:6	2	1.652893e-02
davor	dafo:6	109	9.008264e-01
davor	dafo:	5	4.132231e-02
davorgesessen	dafo:6g@zEsn	1	1.000000e+00
davorlegen	dafo:6le:N	1	1.000000e+00
daz	dats	1	1.000000e+00
dazu	dats	15	9.554140e-02
dazu	satsu:	2	1.273885e-02
dazu	nats	1	6.369427e-03
dazu	da:tsu:	16	1.019108e-01
dazu	da:ts	3	1.910828e-02
dazu	atsu:	1	6.369427e-03
dazu	datsu:	119	7.579618e-01
dazugeh"ort	atsu:g@h2:6t	1	2.500000e-01
dazugeh"ort	datsu:g@h2:6t	3	7.500000e-01
dazugekommen	datsu:gkOm@n	1	1.000000e+00
dazugesetzt	datsu:g@zEts	1	1.000000e+00
dazumal	da:tsuma:l	1	1.000000e+00
dazunehmen	datsu:ne:mm	1	9.090909e-02
dazunehmen	atsu:ne:m	1	9.090909e-02
dazunehmen	datsu:ne:m@n	3	2.727273e-01
dazunehmen	datsu:ne:m	6	5.454545e-01
dazuplanen	datsu:pla:nn	1	1.000000e+00
dazurechnen	datsu:rECn@n	1	1.000000e+00
dazusagen	datsu:za:N	1	1.000000e+00
dazusein	datsu:zaIn	1	1.000000e+00
dazusto"sen	datsu:Sto:s@n	1	1.000000e+00
dazuz"ahlen	datsu:tse:ln	1	1.000000e+00
dazwischen	datsIS@n	1	1.149425e-02
dazwischen	datsvISn	59	6.781609e-01
dazwischen	natsvISn	1	1.149425e-02
dazwischen	atsvIS@n	1	1.149425e-02
dazwischen	da:tsvISn	1	1.149425e-02
dazwischen	datsvIS	2	2.298851e-02
dazwischen	atsvISn	4	4.597701e-02
dazwischen	datsISn	2	2.298851e-02
dazwischen	natsvIS@n	1	1.149425e-02
dazwischen	datsvIS@n	15	1.724138e-01
dazwischenbekommen	datsvISnb@kOm	1	1.000000e+00
dazwischenkommen	datsvISnkOm	4	8.000000e-01
dazwischenkommen	datsvIS@nkOm	1	2.000000e-01
dazwischenkommt	datsvIS@nkOmt	2	3.333333e-01
dazwischenkommt	datsvISnkOmt	4	6.666667e-01
dazwischenliegen	datsvISnli:gN	1	1.000000e+00
dazwischenquetschen	datsvISnkvEtSn	1	1.000000e+00
dazwischenschalten	datsvISnSalQn	1	1.000000e+00
dazwischenschieben	datsvISnSi:bm	1	5.000000e-01
dazwischenschieben	datsvISnSi:b@n	1	5.000000e-01
de	de	33	1.000000e+00
De	de	3	1.000000e+00
deadline	dE:tlaIn	1	1.000000e+00
Dead-man-walking	dEtmEnvOkIN	1	1.000000e+00
Debatte	debat@	2	1.000000e+00
Debugger	dibag6	1	1.000000e+00
Decke	dEk	1	3.333333e-01
Decke	dEk@	2	6.666667e-01
deckt	dEk	2	3.333333e-01
deckt	dEkt	4	6.666667e-01
decodieren	dekodi:6n	3	1.000000e+00
deep	di:p	1	1.000000e+00
DeepBlueSea	di:pblu:z	3	1.500000e-01
DeepBlueSea	di:pblu:zi:	17	8.500000e-01
defekt	defEkt	1	1.000000e+00
definitiv	definiti:f	2	1.000000e+00
DefinitiveCollection	dEfnItifkOlEkSn	1	1.000000e+00
dehnt	de:nt	1	1.000000e+00
Deichsel	deIks@l	2	6.666667e-01
Deichsel	deIksl	1	3.333333e-01
dein	daIn	7	1.000000e+00
deine	daIn@	12	1.000000e+00
deinem	daIm	1	3.333333e-01
deinem	daIn@m	2	6.666667e-01
deinen	daIm	3	3.333333e-01
deinen	daIn	1	1.111111e-01
deinen	daInn	2	2.222222e-01
deinen	daIn@n	3	3.333333e-01
deiner	daIn6	4	1.000000e+00
deines	daIn@s	1	1.000000e+00
deklarieren	deklari:6n	1	1.000000e+00
delegieren	delegi:r@n	1	1.000000e+00
deln	dEln	1	1.000000e+00
dem	dm	6	1.708428e-03
dem	m	489	1.392369e-01
dem	de:m	2864	8.154897e-01
dem	de:n	10	2.847380e-03
dem	e:m	6	1.708428e-03
dem	d@m	16	4.555809e-03
dem	ne:m	119	3.388383e-02
dem	ne:n	2	5.694761e-04
dementsprechend	de:mQEnSprECnt	1	1.250000e-01
dementsprechend	de:mQEntSprECnt	2	2.500000e-01
dementsprechend	de:mQEnSprECn	3	3.750000e-01
dementsprechend	de:mQESprECnt	2	2.500000e-01
demnach	de:mna:x	2	1.000000e+00
demn"achst	de:mnE:Cs	4	8.510638e-02
demn"achst	mne:Cs	1	2.127660e-02
demn"achst	ne:mne:Cs	1	2.127660e-02
demn"achst	de:mnE:Cst	3	6.382979e-02
demn"achst	de:mne:Cst	20	4.255319e-01
demn"achst	de:mne:Cs	18	3.829787e-01
Demonstrationseffekt	demOnstratsjo:nsEfEkt	1	1.000000e+00
demotiviert	demotivi:6t	1	1.000000e+00
demselben	de:mzElbm	2	1.000000e+00
demzufolge	de:mtsufOlg	1	5.000000e-01
demzufolge	de:mtsufOlg@	1	5.000000e-01
den	dn	42	7.116232e-03
den	de:N	86	1.457133e-02
den	ze:n	1	1.694341e-04
den	ne:N	3	5.083023e-04
den	n	376	6.370722e-02
den	ne:	1	1.694341e-04
den	de:m	58	9.827177e-03
den	de:	13	2.202643e-03
den	de:n	5099	8.639444e-01
den	ne:m	1	1.694341e-04
den	e:n	24	4.066418e-03
den	ze:N	1	1.694341e-04
den	d@n	33	5.591325e-03
den	ne:n	164	2.778719e-02
DenAlten	d@nalt@n	1	1.000000e+00
Denecke	de:n@k@	1	1.000000e+00
denen	de:n@n	14	2.413793e-01
denen	dn	1	1.724138e-02
denen	n@N	2	3.448276e-02
denen	e:nn	1	1.724138e-02
denen	d@n@n	1	1.724138e-02
denen	de:nm	1	1.724138e-02
denen	de:n	17	2.931034e-01
denen	de:nn	19	3.275862e-01
denen	nn	2	3.448276e-02
denk	dENk	1	1.000000e+00
denkbar	dENkba:r	1	1.000000e+00
denke	dEk	4	4.175365e-03
denke	sENk@	1	1.043841e-03
denke	nENk@	2	2.087683e-03
denke	dEN@	83	8.663883e-02
denke	ENk@	4	4.175365e-03
denke	EN@	2	2.087683e-03
denke	Ek	1	1.043841e-03
denke	dEk@	2	2.087683e-03
denke	dENg@	1	1.043841e-03
denke	dENk	272	2.839248e-01
denke	ENk	2	2.087683e-03
denke	nENk	5	5.219207e-03
denke	zENk@	1	1.043841e-03
denke	dENk@	578	6.033403e-01
denken	dENkN	20	5.555556e-01
denken	dENg@n	1	2.777778e-02
denken	dEN@n	4	1.111111e-01
denken	dENkn	1	2.777778e-02
denken	dENk@n	9	2.500000e-01
denken	dEkN	1	2.777778e-02
Denkmal	dENkma:l	1	1.000000e+00
denkst	zENks	1	2.500000e-01
denkst	dENks	3	7.500000e-01
denkt	dENk	2	4.000000e-01
denkt	dENkt	3	6.000000e-01
denn	dE	48	1.741023e-02
denn	nEn	82	2.974247e-02
denn	dn	28	1.015597e-02
denn	dEm	99	3.590860e-02
denn	dEn	2224	8.066739e-01
denn	EN	4	1.450852e-03
denn	E	7	2.538992e-03
denn	sEN	1	3.627131e-04
denn	zEm	1	3.627131e-04
denn	Em	7	2.538992e-03
denn	zEn	21	7.616975e-03
denn	En	145	5.259340e-02
denn	dEN	42	1.523395e-02
denn	d@n	46	1.668480e-02
denn	sEm	2	7.254262e-04
Dennis	dEnIs	1	1.000000e+00
dennoch	dEnO	1	5.000000e-01
dennoch	dEnOx	1	5.000000e-01
denselben	de:nzElb@n	1	1.000000e+00
depressiv	deprIsi:f	1	1.000000e+00
deprimiert	deprimi:6t	1	1.000000e+00
der	ze:6	6	8.436445e-04
der	de:6	5897	8.291620e-01
der	e:6	258	3.627672e-02
der	ne:6	951	1.337177e-01
derartig	de:6Qa:rtIC	1	1.000000e+00
DerBullevonT"olz	de:6bUl@fOnt9lts	1	1.000000e+00
deren	de:r@n	1	5.000000e-01
deren	e:rn	1	5.000000e-01
dergleichen	de:6glaICn	3	1.000000e+00
DerGoldeneHecht	E6gOld@n@hECt	1	2.500000e-01
DerGoldeneHecht	dE6gOld@n@hECt	3	7.500000e-01
derjenige	de:6je:nIg@	1	1.000000e+00
Der-letzte-Tango-in-Paris	de:6lEtst@taNgoInpari:s	1	1.000000e+00
DerletzteZeuge	de:6lEtst@tsOYg@	1	1.000000e+00
derma"sen	de:rma:sn	4	8.000000e-01
derma"sen	de:rma:s	1	2.000000e-01
DerRitter	dE6rIt6	1	1.000000e+00
derselbe	e:6zElb@	1	3.333333e-01
derselbe	de:6zElb@	2	6.666667e-01
derselben	de:6zElb@n	1	2.500000e-01
derselben	ne:6zElbm	3	7.500000e-01
derweil	de:6vaIl	3	1.000000e+00
derzeit	ne:6tsaIt	1	5.000000e-01
derzeit	de:6tsaIt	1	5.000000e-01
Der-zerbrochene-Krug	de:6tsE6brOxn@kru:k	1	1.000000e+00
des	zEs	2	6.779661e-03
des	Es	16	5.423729e-02
des	d@s	54	1.830508e-01
des	sEs	1	3.389831e-03
des	nEs	3	1.016949e-02
des	dEs	219	7.423729e-01
Deschinger	dESIN6	9	7.500000e-01
Deschinger	dESN6	3	2.500000e-01
desgleichen	dEsglaICn	2	1.000000e+00
deshalb	dEshalp	42	4.615385e-01
deshalb	Eshal	1	1.098901e-02
deshalb	d@shalp	3	3.296703e-02
deshalb	dEshal	37	4.065934e-01
deshalb	d@shal	8	8.791209e-02
Designer	dizaIn6	1	1.000000e+00
dessen	dEs@n	4	5.714286e-01
dessen	dEsn	3	4.285714e-01
desto	d@sto	1	1.250000e-01
desto	dEsto	7	8.750000e-01
deswegen	d@se:gN	2	2.150538e-02
deswegen	dEse:g@n	24	2.580645e-01
deswegen	dEse:N	30	3.225806e-01
deswegen	d@se:N	7	7.526882e-02
deswegen	dEse:gN	28	3.010753e-01
deswegen	Ese:n	1	1.075269e-02
deswegen	d@se:g@n	1	1.075269e-02
Detail	detaI	2	1.000000e+00
detailliert	detaji:6t	1	1.000000e+00
detaillierten	detaji:6tn	1	1.000000e+00
Details	detaIs	6	1.000000e+00
deute	dOYt@	1	1.000000e+00
deutlich	dOYtC	1	1.111111e-01
deutlich	dOYtlIC	8	8.888889e-01
deutlicher	dOYtlIC6	1	1.000000e+00
deutsch	dOYtS	8	1.000000e+00
Deutsch	dOYtS	6	1.000000e+00
deutsche	dOYtS@	14	1.000000e+00
Deutsche	dOYtS@	1	1.000000e+00
Deutsche-Bahn	dOYtS@ba:n	1	1.000000e+00
Deutsche-Bundesbahn	dOYtS@bUnn@sba:n	1	1.000000e+00
Deutsche-Museum	dOYtS@muze:Um	1	1.000000e+00
deutschen	dOYtS@n	5	2.941176e-01
deutschen	dOYtSn	11	6.470588e-01
deutschen	dOYtS	1	5.882353e-02
Deutschen	dOYtSn	1	1.000000e+00
Deutschen-Bahn	dOYtSnba:n	1	1.000000e+00
Deutschen-Bundesbahn	dOYtSnbUnd@sba:n	1	1.000000e+00
Deutschen-Museum	dOYtSnmuze:Um	1	1.000000e+00
deutscher	dOYtS6	2	1.000000e+00
deutsches	dOYtS@s	1	1.000000e+00
Deutschherrenstra"se	dOYtShEr@nStra:s@	2	1.000000e+00
Deutschland	dOYtSlant	9	4.285714e-01
Deutschland	dOYtSlanh	1	4.761905e-02
Deutschland	dOYtSlan	8	3.809524e-01
Deutschland	dOYtSant	1	4.761905e-02
Deutschland	dOYtSan	2	9.523810e-02
Deutschland-Fl"ugen	dOYtSlantfly:Nn	1	1.000000e+00
Deutschlands	dOYtSlant	1	9.090909e-02
Deutschlands	dOYtSants	1	9.090909e-02
Deutschlands	dOYtSlan	2	1.818182e-01
Deutschlands	dOYtSlans	1	9.090909e-02
Deutschlands	dOYtSlants	6	5.454545e-01
deutschsprachig	dOYtSSpra:xIC	1	1.000000e+00
Devise	devi:z@	1	1.000000e+00
Dezember	detsEmb6	160	4.336043e-01
Dezember	dEtsEmm6	1	2.710027e-03
Dezember	detsEmm6	208	5.636856e-01
Dezemberh"alfte	detsEmb6hElft@	2	6.666667e-01
Dezemberh"alfte	detsEmm6hElft@	1	3.333333e-01
Dezembers	detsEmm6s	1	1.000000e+00
Dezembertage	detsEmm6ta:g@	1	1.000000e+00
Dezembertermin	detsEmb6tE6mi:n	1	5.000000e-01
Dezembertermin	detsEmm6tE6mi:n	1	5.000000e-01
Dezemberwoche	detsEmm6vOx@	5	6.250000e-01
Dezemberwoche	detsEmb6vOx@	3	3.750000e-01
Dezemberwochen	detsEmm6vOxn	1	1.000000e+00
df	tf	1	1.000000e+00
$D-$F-$G	de:QEfge:	1	1.000000e+00
$D-$F-$K-$I	de:QEfka:Qi:	2	1.000000e+00
$D-$G	de:ge:	1	1.000000e+00
$D-$G-$F-$S	de:ge:QEfQEs	3	1.000000e+00
$D-$G-$F-$S-Tagung	de:ge:QEfQEsta:gN	3	1.200000e-01
$D-$G-$F-$S-Tagung	de:ge:QEfQEsta:gUN	19	7.600000e-01
$D-$G-$F-$S-Tagung	de:ge:QEfQEsta:gUNk	2	8.000000e-02
$D-$G-$F-$S-Tagung	e:ge:QEfQEsta:gUN	1	4.000000e-02
di	di	15	1.000000e+00
Di	di:	3	1.000000e+00
$D-$I	de:Qi:	1	1.000000e+00
Diaabend	di:aQa:mt	1	1.000000e+00
